City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Pampierstad,ZA,2022-05-04 02:39:00,-27.7832,24.6877,56.32,59,6,1.57
296,Miranda,CO,2022-05-04 02:39:01,3.2499,-76.2281,73.53,88,36,6.2
297,Hajiganj,BD,2022-05-04 02:39:01,23.2511,90.8592,79.81,78,76,6.26
298,Inirida,CO,2022-05-04 02:39:02,3.8653,-67.9239,77.36,85,76,1.16
299,Mastic Beach,US,2022-05-04 02:39:02,40.7668,-72.8521,52.03,84,100,10.36
300,Asau,RO,2022-05-04 02:39:03,46.4333,26.4,48.96,89,98,3.29
301,Goderich,CA,2022-05-04 02:35:03,43.7501,-81.7165,52.12,87,100,10.36
302,Ugoofaaru,MV,2022-05-04 02:39:03,5.6667,73.0,85.01,70,99,13.62
303,Faya,SA,2022-05-04 02:39:04,18.3851,42.4509,62.71,52,1,3.24
304,Sfantu Gheorghe,RO,2022-05-04 02:39:04,45.8667,25.7833,51.66,82,100,0.65
305,Mustasaari,FI,2022-05-04 02:39:05,63.1142,21.6822,33.89,93,0,2.3
306,Menomonie,US,2022-05-04 02:39:05,44.8755,-91.9193,50.04,50,1,6.91
307,Lucapa,AO,2022-05-04 02:39:06,-8.4192,20.7447,64.09,84,53,3.47
308,Kokopo,PG,2022-05-04 02:39:06,-4.352,152.2633,84.13,71,35,4.27
309,Atasu,KZ,2022-05-04 02:39:06,48.6814,71.6433,47.79,78,100,18.48
310,Ishigaki,JP,2022-05-04 02:39:07,24.3448,124.1572,71.73,100,75,18.41
311,Normandin,CA,2022-05-04 02:39:07,48.8333,-72.5321,52.11,81,100,5.75
312,Kudat,MY,2022-05-04 02:39:08,6.8837,116.8477,86.29,79,20,3.44
313,Umm Lajj,SA,2022-05-04 02:39:08,25.0213,37.2685,80.08,69,0,5.3
314,Rio Gallegos,AR,2022-05-04 02:36:40,-51.6226,-69.2181,42.85,65,0,18.41
315,Kaeo,NZ,2022-05-04 02:39:09,-35.1,173.7833,69.33,78,52,11.34
316,Gold Coast,AU,2022-05-04 02:40:09,-28.0,153.4333,77.9,78,40,5.75
317,Beboto,TD,2022-05-04 02:40:10,8.2668,16.939,73.76,77,93,3.94
318,Kahului,US,2022-05-04 02:39:36,20.8947,-156.47,78.82,72,40,20.71
319,Vangaindrano,MG,2022-05-04 02:40:10,-23.35,47.6,67.73,84,23,0.63
320,Chimbote,PE,2022-05-04 02:37:28,-9.0853,-78.5783,63.7,90,11,5.91
321,Leningradskiy,RU,2022-05-04 02:40:11,69.3833,178.4167,21.69,84,82,4.72
322,Marawi,PH,2022-05-04 02:40:12,7.9986,124.2928,80.89,67,72,6.13
323,Haikou,CN,2022-05-04 02:40:12,20.0458,110.3417,77.13,69,40,11.18
324,Nantucket,US,2022-05-04 02:35:16,41.2835,-70.0995,50.05,85,0,9.22
325,Adre,TD,2022-05-04 02:40:13,13.4667,22.2,79.95,43,73,9.91
326,Alyangula,AU,2022-05-04 02:40:13,-13.8483,136.4192,89.47,55,40,6.91
327,Maragogi,BR,2022-05-04 02:40:14,-9.0122,-35.2225,77.86,86,30,7.52
328,Barra,BR,2022-05-04 02:40:14,-11.0894,-43.1417,80.71,53,94,11.83
329,Elizabeth City,US,2022-05-04 02:40:15,36.2946,-76.2511,69.03,93,40,10.36
330,Vardo,NO,2022-05-04 02:40:15,70.3705,31.1107,27.66,64,96,22.53
331,Tonantins,BR,2022-05-04 02:40:16,-2.8731,-67.8022,73.49,98,92,2.39
332,Lagoa,PT,2022-05-04 02:40:16,39.05,-27.9833,61.21,88,40,8.43
333,Sur,OM,2022-05-04 02:40:16,22.5667,59.5289,84.51,50,0,6.64
334,Longview,US,2022-05-04 02:35:53,32.5007,-94.7405,79.05,90,40,4.61
335,Chifeng,CN,2022-05-04 02:40:17,42.2683,118.9636,83.46,9,99,21.34
336,Sirajganj,BD,2022-05-04 02:40:18,24.45,89.7167,78.78,72,22,10.13
337,Sibu,MY,2022-05-04 02:38:20,2.3,111.8167,84.51,79,40,3.44
338,Alekseyevsk,RU,2022-05-04 02:40:18,57.8406,108.3492,37.58,70,100,14.29
339,Gisors,FR,2022-05-04 02:40:19,49.2818,1.7801,48.65,89,93,6.13
340,Antofagasta,CL,2022-05-04 02:38:19,-23.65,-70.4,58.28,81,47,1.95
341,Skibbereen,IE,2022-05-04 02:40:19,51.55,-9.2667,53.11,96,79,9.33
342,Carutapera,BR,2022-05-04 02:40:20,-1.195,-46.02,74.8,95,100,3.62
343,Emerald,AU,2022-05-04 02:40:20,-23.5333,148.1667,82.54,51,7,12.66
344,Umm Kaddadah,SD,2022-05-04 02:40:21,13.6017,26.6876,76.8,60,41,7.18
345,Talara,PE,2022-05-04 02:40:21,-4.5772,-81.2719,67.87,85,77,15.01
346,Suntar,RU,2022-05-04 02:40:22,62.1444,117.6319,39.87,64,100,9.6
347,Sisimiut,GL,2022-05-04 02:40:22,66.9395,-53.6735,19.31,83,97,10.96
348,Santa Maria,BR,2022-05-04 02:40:23,-29.6842,-53.8069,58.3,94,100,2.3
349,Bang Saphan,TH,2022-05-04 02:40:23,11.2126,99.5117,76.57,89,100,10.98
350,Sakyla,FI,2022-05-04 02:40:24,61.0333,22.3333,29.95,84,8,4.54
351,New Panay,PH,2022-05-04 02:40:24,6.7586,124.5892,87.87,64,89,2.04
352,Lisakovsk,KZ,2022-05-04 02:40:24,52.5369,62.4936,51.13,35,98,9.98
353,Amuntai,ID,2022-05-04 02:40:25,-2.4177,115.2494,89.89,62,34,2.46
354,Faranah,GN,2022-05-04 02:40:25,10.0404,-10.7434,74.21,65,10,2.26
355,Kudahuvadhoo,MV,2022-05-04 02:40:26,2.6708,72.8944,80.02,85,100,16.71
356,Kynsperk Nad Ohri,CZ,2022-05-04 02:40:26,50.1189,12.5303,48.24,81,51,2.93
357,Tual,ID,2022-05-04 02:40:27,-5.6667,132.75,85.28,70,100,6.2
358,Terra Nova,BR,2022-05-04 02:35:34,-12.3667,-40.6667,65.3,98,100,2.42
359,Hamilton,US,2022-05-04 02:39:44,39.1834,-84.5333,65.77,91,100,3.44
360,Itaituba,BR,2022-05-04 02:40:27,-4.2761,-55.9836,73.42,98,54,0.87
361,Mapiri,BO,2022-05-04 02:41:28,-15.25,-68.1667,62.87,100,100,1.83
362,Shimoda,JP,2022-05-04 02:41:28,34.6667,138.95,70.16,57,10,14.9
363,Bagula,IN,2022-05-04 02:41:29,23.3167,88.65,82.9,75,21,5.68
364,Camacha,PT,2022-05-04 02:41:29,33.0833,-16.3333,60.22,67,40,12.66
365,Port Hardy,CA,2022-05-04 02:41:30,50.6996,-127.4199,46.58,87,100,5.75
366,Taitung,TW,2022-05-04 02:41:30,22.7583,121.1444,77.27,73,100,5.75
367,Kandrian,PG,2022-05-04 02:41:31,-6.2167,149.55,85.15,73,37,6.58
368,Dullewala,PK,2022-05-04 02:41:31,31.8359,71.4362,88.74,26,96,13.11
369,Gizo,SB,2022-05-04 02:41:32,-8.103,156.8419,84.6,69,57,4.59
370,Lalibela,ET,2022-05-04 02:41:32,12.0333,39.0333,58.84,58,34,6.96
371,Sindi,IN,2022-05-04 02:41:33,20.8,78.8667,86.88,25,22,5.41
372,Mount Gambier,AU,2022-05-04 02:41:33,-37.8333,140.7667,57.11,54,40,17.27
373,Unisan,PH,2022-05-04 02:41:33,13.8392,121.9783,84.56,66,15,0.58
374,Napanee,CA,2022-05-04 02:41:04,44.2501,-76.9494,52.05,97,100,13.58
375,Tongren,CN,2022-05-04 02:41:34,27.7172,109.1853,76.91,50,100,1.45
376,Tezu,IN,2022-05-04 02:41:34,27.9167,96.1667,70.02,88,100,0.4
377,Muros,ES,2022-05-04 02:41:35,42.7762,-9.0603,57.09,74,8,12.91
378,Marasu,RO,2022-05-04 02:41:35,44.85,27.9667,49.48,58,97,5.75
379,Qidong,CN,2022-05-04 02:41:36,31.8128,121.6561,68.04,59,1,14.12
380,Vanimo,PG,2022-05-04 02:41:36,-2.6741,141.3028,82.92,82,77,3.0
381,Dossor,KZ,2022-05-04 02:41:37,47.5272,52.9811,54.1,56,0,11.3
382,Botwood,CA,2022-05-04 02:41:37,49.1499,-55.3482,36.9,99,100,5.66
383,Milton,US,2022-05-04 02:39:11,34.1322,-84.3007,76.93,74,100,4.79
384,Hualmay,PE,2022-05-04 02:41:38,-11.0964,-77.6139,64.92,87,4,5.93
385,La Paz,BO,2022-05-04 02:41:38,-16.5,-68.15,44.58,100,40,9.22
386,Iqaluit,CA,2022-05-04 02:41:39,63.7506,-68.5145,10.13,79,20,13.8
387,Simao,CN,2022-05-04 02:41:39,22.7886,100.9748,74.46,49,92,1.7
388,Vila Velha,BR,2022-05-04 02:41:40,-20.3297,-40.2925,78.75,85,20,11.5
389,Nago,JP,2022-05-04 02:41:40,26.5881,127.9761,73.83,68,100,14.72
390,Port Macquarie,AU,2022-05-04 02:41:41,-31.4333,152.9167,75.88,64,0,9.98
391,Diamantino,BR,2022-05-04 02:41:41,-14.4086,-56.4461,67.53,92,99,8.59
392,Listvyanskiy,RU,2022-05-04 02:41:42,54.4399,83.4984,46.22,33,3,4.16
393,Santa Cecilia,BR,2022-05-04 02:41:42,-26.9608,-50.4269,52.88,99,100,5.46
394,Vagay,RU,2022-05-04 02:41:43,57.9375,69.0217,48.52,51,6,10.18
395,Fairbanks,US,2022-05-04 02:39:52,64.8378,-147.7164,55.74,36,0,3.44
396,Veraval,IN,2022-05-04 02:41:43,20.9,70.3667,83.75,73,0,8.72
397,Kurush,RU,2022-05-04 02:41:44,41.2841,47.8345,34.68,85,97,3.71
398,Mitsamiouli,KM,2022-05-04 02:41:44,-11.3847,43.2844,80.29,75,49,4.56
399,Pampa,US,2022-05-04 02:41:45,35.5362,-100.9599,63.55,48,0,14.97
400,Andros Town,BS,2022-05-04 02:40:16,24.7,-77.7667,76.96,80,2,11.68
401,Labuhan,ID,2022-05-04 02:41:45,-6.8844,112.2051,85.48,73,100,4.21
402,Ranong,TH,2022-05-04 02:41:46,9.9658,98.6348,76.93,88,98,7.7
403,Khandyga,RU,2022-05-04 02:41:46,62.6667,135.6,41.92,76,100,7.67
404,Saint-Augustin,CA,2022-05-04 02:41:46,51.226,-58.6502,37.87,88,100,2.62
405,Port Hedland,AU,2022-05-04 02:41:47,-20.3167,118.5667,89.65,35,0,21.85
406,Ankpa,NG,2022-05-04 02:42:47,7.3706,7.6253,74.03,93,100,6.49
407,Yamada,JP,2022-05-04 02:42:48,39.4667,141.95,66.24,42,93,18.61
408,Nyaunglebin,MM,2022-05-04 02:42:48,17.95,96.7333,91.85,44,16,3.53
409,Vilhena,BR,2022-05-04 02:42:49,-12.7406,-60.1458,64.26,92,100,5.39
410,Yangliuqing,CN,2022-05-04 02:42:49,39.1375,116.9997,82.35,12,34,16.96
411,Jefferson City,US,2022-05-04 02:38:30,38.5767,-92.1735,53.51,71,100,5.75
412,Maltahohe,NA,2022-05-04 02:42:50,-24.8333,16.9833,55.58,46,0,3.47
413,San Lawrenz,MT,2022-05-04 02:42:50,36.0553,14.204,60.85,88,25,2.64
414,Sangmelima,CM,2022-05-04 02:42:51,2.9333,11.9833,67.53,99,78,2.75
415,Jasper,US,2022-05-04 02:42:51,37.2001,-94.3502,54.01,77,100,5.75
416,Ambunti,PG,2022-05-04 02:42:52,-4.2365,142.8448,86.5,67,99,1.45
417,Vostok,RU,2022-05-04 02:42:52,46.4856,135.8833,42.96,75,100,2.01
418,Sotuta,MX,2022-05-04 02:42:53,20.6,-89.0167,79.14,72,21,5.03
419,Sarkand,KZ,2022-05-04 02:42:53,45.41,79.9186,60.24,58,100,4.03
420,Kamenka,RU,2022-05-04 02:42:53,51.3223,42.7678,45.73,65,32,9.95
421,Arawa,PG,2022-05-04 02:42:54,-6.2132,155.5367,86.02,72,35,5.26
422,Cabiraoan,PH,2022-05-04 02:42:54,18.3238,122.086,87.49,62,91,2.51
423,Ondjiva,AO,2022-05-04 02:42:55,-17.0667,15.7333,57.31,63,0,6.89
424,Bako,ET,2022-05-04 02:42:55,5.7833,36.5667,61.07,89,49,3.78
425,Nabire,ID,2022-05-04 02:42:56,-3.3667,135.4833,87.98,62,96,5.03
426,Paramonga,PE,2022-05-04 02:42:56,-10.6667,-77.8333,65.25,87,12,5.1
427,Opuwo,NA,2022-05-04 02:42:56,-18.0607,13.84,59.5,52,0,5.82
428,Lubango,AO,2022-05-04 02:42:57,-14.9172,13.4925,54.46,72,30,6.98
429,San Ramon,US,2022-05-04 02:40:47,37.7799,-121.978,73.02,45,0,10.36
430,Libreville,GA,2022-05-04 02:42:58,0.3925,9.4537,75.22,94,40,5.75
431,Providencia,MX,2022-05-04 02:42:58,28.7167,-111.5833,79.21,71,100,8.52
432,Grajau,BR,2022-05-04 02:42:58,-5.8194,-46.1386,73.87,96,100,1.52
433,Bairiki,KI,2022-05-04 02:42:59,1.3292,172.9752,81.09,75,100,12.35
434,Georgiyevka,KZ,2022-05-04 02:42:59,43.0369,74.7114,66.24,82,82,2.24
435,Calama,CL,2022-05-04 02:43:00,-22.4667,-68.9333,48.69,49,0,11.5
436,Sumter,US,2022-05-04 02:43:00,28.7086,-82.0831,76.06,78,76,4.56
437,Myanaung,MM,2022-05-04 02:43:01,18.2833,95.3167,91.53,44,21,7.11
438,Ngunguru,NZ,2022-05-04 02:43:01,-35.6167,174.5,66.47,73,71,13.22
439,Grindavik,IS,2022-05-04 02:43:02,63.8424,-22.4338,35.55,80,75,13.8
440,Chumikan,RU,2022-05-04 02:43:02,54.7183,135.315,32.95,96,100,9.37
441,Nakamura,JP,2022-05-04 02:43:02,32.9833,132.9333,70.21,51,62,5.39
442,Breves,BR,2022-05-04 02:43:03,-1.6822,-50.4803,74.17,99,100,3.67
443,Catuday,PH,2022-05-04 02:43:03,16.2923,119.8062,83.79,67,91,5.35
444,Dunedin,NZ,2022-05-04 02:43:04,-45.8742,170.5036,57.79,78,11,8.01
445,Petropavlovka,RU,2022-05-04 02:43:04,50.6114,105.3196,52.34,46,100,3.74
446,Paso De Los Toros,UY,2022-05-04 02:43:05,-32.8167,-56.5167,51.3,88,3,4.41
447,Birjand,IR,2022-05-04 02:43:05,32.8663,59.2211,54.07,71,0,6.91
448,Te Anau,NZ,2022-05-04 02:43:06,-45.4167,167.7167,61.54,56,47,0.98
449,Maceio,BR,2022-05-04 02:43:06,-9.6658,-35.7353,76.44,88,75,3.44
450,Los Llanos De Aridane,ES,2022-05-04 02:43:07,28.6585,-17.9182,62.35,76,100,19.57
451,Dalbandin,PK,2022-05-04 02:43:07,28.8947,64.4101,80.42,25,0,2.62
452,Raga,SS,2022-05-04 02:43:08,8.4596,25.678,73.56,84,100,3.65
453,Kuching,MY,2022-05-04 02:43:08,1.55,110.3333,79.02,89,40,2.3
454,Marquette,US,2022-05-04 02:44:09,46.5333,-87.6335,36.34,76,7,7.34
455,Taoudenni,ML,2022-05-04 02:44:09,22.6783,-3.9836,83.32,15,99,7.14
456,Honningsvag,NO,2022-05-04 02:44:10,70.9821,25.9704,26.35,80,100,14.97
457,Cartagena,CO,2022-05-04 02:40:49,10.3997,-75.5144,82.02,83,20,6.91
458,The Pas,CA,2022-05-04 02:44:10,53.8251,-101.2541,32.02,93,100,12.66
459,Gwanda,ZW,2022-05-04 02:44:11,-20.9333,29.0,55.17,90,0,3.69
460,Sandwick,GB,2022-05-04 02:44:11,60.0,-1.25,46.22,93,100,12.66
461,Lohr,DE,2022-05-04 02:44:11,49.9936,9.5783,53.89,84,89,2.33
462,Pisco,PE,2022-05-04 02:44:12,-13.7,-76.2167,66.25,77,0,5.75
463,Phalaborwa,ZA,2022-05-04 02:44:12,-23.943,31.1411,63.68,90,0,2.55
464,Santa Rosa,PH,2022-05-04 02:39:58,14.3122,121.1114,91.38,59,39,10.96
465,Biak,ID,2022-05-04 02:44:13,-0.9131,122.8766,84.31,69,54,4.09
466,Rach Gia,VN,2022-05-04 02:44:13,10.0167,105.0833,85.03,71,97,10.07
467,Longhua,CN,2022-05-04 02:44:14,23.6137,114.1919,80.65,48,41,3.02
468,Okhotsk,RU,2022-05-04 02:44:14,59.3833,143.3,34.29,76,57,6.26
469,Riverton,US,2022-05-04 02:40:07,40.5219,-111.9391,48.18,54,0,11.99
470,San Cristobal,VE,2022-05-04 02:44:15,7.7669,-72.225,75.38,79,55,2.71
471,Kinango,KE,2022-05-04 02:44:15,-4.1372,39.3153,74.23,72,100,8.28
472,Pangnirtung,CA,2022-05-04 02:44:16,66.1451,-65.7125,2.55,96,84,7.2
473,Orlik,RU,2022-05-04 02:44:16,52.5178,99.825,42.55,40,51,15.46
474,Axim,GH,2022-05-04 02:44:17,4.8699,-2.2405,79.45,86,31,3.83
475,Rayong,TH,2022-05-04 02:44:17,12.8333,101.4333,77.68,74,100,7.29
476,Sept-Iles,CA,2022-05-04 02:44:18,50.2001,-66.3821,40.05,70,20,9.22
477,Baruun-Urt,MN,2022-05-04 02:44:18,46.6806,113.2792,67.8,26,100,12.62
478,Ballinrobe,IE,2022-05-04 02:44:19,53.6333,-9.2333,50.76,94,82,6.91
479,Vestmanna,FO,2022-05-04 02:44:19,62.1564,-7.1664,45.52,100,100,10.36
480,Magway,MM,2022-05-04 02:39:50,20.15,94.9167,89.96,49,9,3.29
481,Prado,BR,2022-05-04 02:42:47,-17.3411,-39.2208,73.29,86,0,7.72
482,Inongo,CD,2022-05-04 02:44:20,-1.95,18.2667,71.78,94,73,4.63
483,Katsuura,JP,2022-05-04 02:44:20,35.1333,140.3,66.97,60,0,17.63
484,San Miguel,SV,2022-05-04 02:44:21,13.4833,-88.1833,85.66,79,40,4.61
485,Batemans Bay,AU,2022-05-04 02:44:21,-35.7167,150.1833,74.37,49,37,7.7
486,Biga,TR,2022-05-04 02:44:22,40.2281,27.2422,46.44,94,48,2.91
487,Tocopilla,CL,2022-05-04 02:41:53,-22.092,-70.1979,63.59,66,9,2.46
488,Nouadhibou,MR,2022-05-04 02:44:22,20.931,-17.0347,64.38,82,0,19.57
489,Manasa,IN,2022-05-04 02:40:24,24.4837,75.2687,89.64,35,0,12.24
490,Barcelona,ES,2022-05-04 02:41:52,41.3888,2.159,59.32,85,20,5.75
491,Curup,ID,2022-05-04 02:44:23,-3.4667,102.5333,79.7,70,99,2.53
492,Pilar,BR,2022-05-04 02:44:23,-9.5972,-35.9567,75.13,95,79,1.54
493,Washington,US,2022-05-04 02:44:24,47.5001,-120.5015,51.66,56,99,6.2
494,Maneromango,TZ,2022-05-04 02:44:24,-7.1988,38.7848,65.86,88,70,3.96
495,Diapaga,BF,2022-05-04 02:44:25,12.0708,1.7889,86.58,48,85,6.73
496,Plainview,US,2022-05-04 02:41:23,40.7765,-73.4673,53.06,78,100,8.05
497,Kaseda,JP,2022-05-04 02:44:25,31.4167,130.3167,69.19,54,100,6.44
498,Yeppoon,AU,2022-05-04 02:41:33,-23.1333,150.7333,80.38,74,54,11.68
499,La Ronge,CA,2022-05-04 02:42:41,55.1001,-105.2842,32.25,86,100,10.36
500,Grootfontein,NA,2022-05-04 02:45:26,-19.5667,18.1167,42.37,87,0,0.0
501,Panjab,AF,2022-05-04 02:45:27,34.388,67.0233,43.14,84,100,3.51
502,Fukue,JP,2022-05-04 02:45:27,32.6881,128.8419,66.56,68,40,9.22
503,Iacu,BR,2022-05-04 02:45:28,-12.7672,-40.2117,69.39,94,100,1.36
504,Sitka,US,2022-05-04 02:45:28,57.0531,-135.33,46.29,66,100,9.22
505,Laurel,US,2022-05-04 02:44:46,39.0993,-76.8483,64.42,82,100,13.8
506,Dicabisagan,PH,2022-05-04 02:45:30,17.0818,122.4157,87.42,62,85,8.86
507,Sungaipenuh,ID,2022-05-04 02:45:30,-2.0833,101.3833,69.46,89,100,2.64
508,Radcliff,US,2022-05-04 02:45:31,37.8404,-85.9491,70.84,72,100,13.8
509,Banjar,ID,2022-05-04 02:45:31,-8.19,114.9675,89.46,61,99,1.54
510,Asfi,MA,2022-05-04 02:45:32,32.2994,-9.2372,59.83,78,33,2.82
511,Zhanakorgan,KZ,2022-05-04 02:45:32,43.9098,67.2495,66.02,68,80,10.47
512,Ancud,CL,2022-05-04 02:45:33,-41.8697,-73.8203,53.29,97,100,9.55
513,Jalu,LY,2022-05-04 02:45:36,29.0331,21.5482,59.31,59,3,8.3
514,Sola,VU,2022-05-04 02:45:37,-13.8833,167.55,81.9,72,60,7.52
515,Baykit,RU,2022-05-04 02:45:37,61.67,96.37,34.7,70,44,12.77
516,Khilok,RU,2022-05-04 02:45:38,51.3674,110.4676,53.91,20,80,9.91
517,Lavrentiya,RU,2022-05-04 02:45:39,65.5833,-171.0,19.44,75,96,6.08
518,Luan,CH,2022-05-04 02:45:39,46.3592,6.9759,47.37,84,78,3.76
519,Baturaja,ID,2022-05-04 02:45:39,-4.1333,104.1667,86.95,62,81,3.6
520,Sijunjung,ID,2022-05-04 02:45:40,-0.6876,100.9537,78.98,81,100,1.12
521,Itoman,JP,2022-05-04 02:45:40,26.1247,127.6694,73.78,80,75,10.36
522,Hobyo,SO,2022-05-04 02:45:41,5.3505,48.5268,81.68,66,67,8.99
523,Sambava,MG,2022-05-04 02:45:41,-14.2667,50.1667,74.1,88,54,9.86
524,Liverpool,GB,2022-05-04 02:42:34,53.4106,-2.9779,52.29,91,75,4.61
525,Kreuztal,DE,2022-05-04 02:45:42,50.9667,7.9833,49.89,82,76,2.84
526,Belgrade,RS,2022-05-04 02:45:42,44.804,20.4651,51.46,73,0,8.05
527,Leo,BF,2022-05-04 02:45:43,11.1,-2.1,81.37,56,40,7.72
528,Penzance,GB,2022-05-04 02:45:43,50.1186,-5.5371,47.08,87,9,6.69
529,Bull Savanna,JM,2022-05-04 02:45:44,17.8868,-77.5902,75.15,87,9,12.44
530,Sorong,ID,2022-05-04 02:45:44,-0.8833,131.25,85.03,73,100,6.13
531,Beira,MZ,2022-05-04 02:45:44,-19.8436,34.8389,69.89,94,20,5.75
532,Kulunda,RU,2022-05-04 02:45:45,52.566,78.9385,49.78,28,2,10.07
533,Little Current,CA,2022-05-04 02:45:45,45.9793,-81.9248,48.25,92,100,9.28
534,Chatham,GB,2022-05-04 02:44:55,51.3789,0.5279,51.62,72,99,4.0
535,Griffith,US,2022-05-04 02:45:46,41.5284,-87.4237,44.53,95,100,9.22
536,Columbus,US,2022-05-04 02:45:46,39.9612,-82.9988,63.77,96,100,6.91
537,Mayo,US,2022-05-04 02:45:47,38.8876,-76.5119,62.19,87,100,18.41
538,Pondicherry,IN,2022-05-04 02:45:47,11.93,79.83,88.12,70,40,11.14
539,Yetkul,RU,2022-05-04 02:45:48,54.8221,61.588,49.95,34,61,9.98
540,Marfino,RU,2022-05-04 02:45:48,55.7028,37.3822,43.05,65,0,6.71
541,Lishui,CN,2022-05-04 02:45:49,28.4604,119.9103,76.08,33,93,2.08
542,Wilmington,US,2022-05-04 02:41:21,34.2257,-77.9447,73.31,82,75,9.22
543,Jambi,ID,2022-05-04 02:45:49,-1.6,103.6167,83.16,73,100,3.96
544,Port Blair,IN,2022-05-04 02:45:50,11.6667,92.75,82.44,78,40,6.91
545,San Carlos De Bariloche,AR,2022-05-04 02:43:57,-41.1456,-71.3082,45.86,95,100,8.21
546,Pacifica,US,2022-05-04 02:46:50,37.6138,-122.4869,67.59,74,0,16.11
547,Margate,GB,2022-05-04 02:46:51,51.3813,1.3862,49.3,79,43,1.01
548,Knysna,ZA,2022-05-04 02:46:51,-34.0363,23.0471,60.53,84,0,3.67
549,Port Hawkesbury,CA,2022-05-04 02:46:52,45.6169,-61.3485,36.99,96,0,2.3
550,Llanes,ES,2022-05-04 02:46:52,43.4198,-4.7549,53.22,84,38,5.01
551,Kalmunai,LK,2022-05-04 02:46:53,7.4167,81.8167,85.5,71,43,5.17
552,Laela,TZ,2022-05-04 02:46:53,-8.5667,32.05,55.83,92,70,5.14
553,Takaungu,KE,2022-05-04 02:46:53,-3.6837,39.8566,78.66,78,100,17.18
554,Tazovskiy,RU,2022-05-04 02:46:54,67.4667,78.7,30.78,99,100,6.6
555,Lira,UG,2022-05-04 02:46:54,2.235,32.9097,63.46,97,92,3.91
556,Boa Vista,BR,2022-05-04 02:45:03,2.8197,-60.6733,80.58,69,75,8.05
557,Guerrero Negro,MX,2022-05-04 02:46:55,27.9769,-114.0611,59.85,79,100,15.5
558,Alekseyevka,RU,2022-05-04 02:46:55,50.6309,38.6903,45.55,71,11,7.27
559,Vershino-Darasunskiy,RU,2022-05-04 02:46:56,52.35,115.5167,52.03,18,51,16.35
560,Xining,CN,2022-05-04 02:46:56,36.6167,101.7667,59.85,19,0,2.64
561,Beoumi,CI,2022-05-04 02:46:57,7.6736,-5.5764,75.15,89,93,2.95
562,Shingu,JP,2022-05-04 02:46:57,33.7333,135.9833,70.18,52,74,6.35
563,Alaca,TR,2022-05-04 02:46:58,40.1683,34.8425,50.72,95,100,2.51
564,San Patricio,US,2022-05-04 02:46:58,28.017,-97.5169,78.89,91,5,10.4
565,Isangel,VU,2022-05-04 02:46:59,-19.55,169.2667,81.93,71,7,5.53
566,Yenagoa,NG,2022-05-04 02:46:59,4.9247,6.2642,76.28,93,96,3.71
