City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Lebu,CL,-37.6167,-73.65,51.73,77,100,6.8,overcast clouds
349,Sakakah,SA,29.9697,40.2064,65.77,26,0,6.58,clear sky
350,Cayenne,GF,4.9333,-52.3333,82.09,1,75,7.0,broken clouds
351,Gat,IL,31.61,34.7642,68.4,50,46,4.54,scattered clouds
352,Coquimbo,CL,-29.9533,-71.3436,55.13,100,100,3.44,overcast clouds
353,Moen,NO,69.1304,18.6123,32.72,100,75,0.0,fog
354,Tuatapere,NZ,-46.1333,167.6833,57.22,56,70,1.99,broken clouds
355,Longyan,CN,25.1072,117.0225,70.99,98,100,2.19,overcast clouds
356,Sinnamary,GF,5.3833,-52.95,77.34,87,46,9.15,scattered clouds
357,Sangar,RU,63.9242,127.4739,32.74,55,19,8.05,few clouds
358,Kununurra,AU,-15.7667,128.7333,87.78,37,97,10.36,overcast clouds
359,Jaque,PA,7.5175,-78.1703,79.59,84,78,1.3,broken clouds
360,Labuan,MY,5.2767,115.2417,84.56,89,20,3.44,few clouds
361,Pankrushikha,RU,53.8319,80.3406,48.81,36,98,13.69,overcast clouds
362,Dese,ET,11.1333,39.6333,54.3,68,1,1.21,clear sky
363,Hamilton,US,39.1834,-84.5333,76.77,76,20,6.91,few clouds
364,Cabo San Lucas,MX,22.8909,-109.9124,86.31,24,0,9.22,clear sky
365,Volterra,IT,43.4003,10.86,54.41,88,0,0.83,clear sky
366,Mana,GF,5.6592,-53.7767,77.04,87,8,8.34,clear sky
367,Saint Anthony,US,45.0205,-93.218,74.8,38,0,5.75,clear sky
368,Aksu,CN,41.1231,80.2644,79.16,21,58,2.89,broken clouds
369,Mount Gambier,AU,-37.8333,140.7667,62.51,67,40,11.5,scattered clouds
370,Kinablangan,PH,7.6947,126.5503,83.17,76,35,6.26,scattered clouds
371,Winneba,GH,5.3511,-0.6231,80.29,87,100,8.97,overcast clouds
372,Avera,US,33.194,-82.5271,63.91,46,0,7.05,clear sky
373,Maniitsoq,GL,65.4167,-52.9,24.19,81,41,6.98,scattered clouds
374,Kutum,SD,14.2,24.6667,76.69,12,100,8.23,overcast clouds
375,Huadian,CN,42.9633,126.7478,50.34,85,100,11.41,overcast clouds
376,Swan Hill,AU,-35.3378,143.5544,59.36,76,100,7.14,light rain
377,Parangan,PH,5.0839,119.9383,83.59,75,100,5.23,overcast clouds
378,Moose Factory,CA,51.2585,-80.6094,68.0,55,100,9.22,overcast clouds
379,Okhotsk,RU,59.3833,143.3,33.26,99,100,10.92,snow
380,Almeirim,BR,-1.5233,-52.5817,72.0,95,100,3.83,overcast clouds
381,Yerofey Pavlovich,RU,53.9667,121.9667,35.51,43,100,14.29,overcast clouds
382,Richards Bay,ZA,-28.783,32.0377,62.17,88,99,7.87,overcast clouds
383,Hokitika,NZ,-42.7167,170.9667,59.2,47,2,1.88,clear sky
384,Villamontes,BO,-21.25,-63.5,68.61,69,100,3.18,overcast clouds
385,Imbituba,BR,-28.24,-48.6703,69.85,93,100,6.04,overcast clouds
386,Kampong Thum,KH,12.7111,104.8887,86.11,72,90,6.4,overcast clouds
387,Alekseyevka,RU,50.6309,38.6903,39.04,95,100,13.89,overcast clouds
388,Vallenar,CL,-28.5708,-70.7581,62.17,59,1,1.95,clear sky
389,Olga,RU,43.7444,135.2892,63.28,26,99,11.01,overcast clouds
390,Mbekenyera,TZ,-10.0,38.9833,64.83,82,0,3.42,clear sky
391,Dingle,PH,10.9995,122.6711,87.42,60,100,5.37,overcast clouds
392,Mariental,NA,-24.6333,17.9667,58.35,38,95,3.27,overcast clouds
393,Lubuk Pakam,ID,3.5604,98.8767,82.54,93,100,2.08,overcast clouds
394,Itarema,BR,-2.9248,-39.9167,76.37,84,100,4.18,overcast clouds
395,Mauriti,BR,-7.3892,-38.7744,73.09,77,100,3.74,overcast clouds
396,Dzaoudzi,YT,-12.7887,45.2699,80.49,78,40,20.71,scattered clouds
397,Beloha,MG,-25.1667,45.05,62.62,93,19,3.53,few clouds
398,Ordu,TR,40.9086,37.6845,34.3,66,0,5.91,clear sky
399,Mufulira,ZM,-12.5498,28.2407,62.35,73,75,2.59,broken clouds
400,Marrakesh,MA,31.6315,-8.0083,69.87,40,0,4.61,clear sky
401,Belle Fourche,US,44.6714,-103.8522,63.54,44,100,7.05,overcast clouds
402,Bonavista,CA,48.6499,-53.1147,42.26,71,2,16.17,clear sky
403,Ukiah,US,39.1502,-123.2078,53.85,63,75,13.8,broken clouds
404,Ust-Maya,RU,60.4167,134.5333,34.59,60,100,6.67,overcast clouds
405,Spring Hill,US,28.4769,-82.5255,74.98,52,0,8.05,clear sky
406,Aberystwyth,GB,52.4155,-4.0829,52.97,89,100,17.54,moderate rain
407,Marawi,PH,7.9986,124.2928,78.8,77,70,1.61,broken clouds
408,Gambela,ET,8.25,34.5833,73.58,83,13,3.22,light rain
409,Zhuzhou,CN,27.8333,113.15,68.13,92,100,3.24,overcast clouds
410,Borogontsy,RU,62.6683,131.1683,36.05,38,6,6.82,clear sky
411,Le Creusot,FR,46.8071,4.4163,49.68,86,69,3.11,broken clouds
412,Henties Bay,NA,-22.116,14.2845,61.7,70,51,5.68,broken clouds
413,Callaway,US,30.153,-85.5699,73.33,61,0,4.61,clear sky
414,Ouricuri,BR,-7.8825,-40.0817,71.82,72,100,2.68,overcast clouds
415,Mbanza-Ngungu,CD,-5.25,14.8667,68.54,96,88,1.3,light rain
416,Ostrovnoy,RU,68.0531,39.5131,39.02,84,69,16.64,broken clouds
417,Alice Springs,AU,-23.7,133.8833,69.22,32,1,8.05,clear sky
418,Husavik,IS,66.0449,-17.3389,31.35,96,100,10.78,light snow
419,Xining,CN,36.6167,101.7667,58.77,48,13,3.24,few clouds
420,Meulaboh,ID,4.1363,96.1285,83.75,75,91,3.94,overcast clouds
421,Tonj,SS,7.2737,28.6822,75.65,76,93,3.85,overcast clouds
422,Vanimo,PG,-2.6741,141.3028,87.3,66,63,8.61,broken clouds
423,Nakhon Pathom,TH,13.9833,100.0833,87.85,63,89,6.78,overcast clouds
424,Pithora,IN,21.2667,82.5167,86.16,60,95,8.57,overcast clouds
425,Wanning,CN,18.8003,110.3967,85.68,71,99,11.99,overcast clouds
426,Sturgeon Bay,US,44.8342,-87.377,70.16,83,75,19.57,broken clouds
427,Sisimiut,GL,66.9395,-53.6735,21.96,70,12,10.47,few clouds
428,Paoua,CF,7.2427,16.4406,70.66,76,100,4.74,overcast clouds
429,Tehachapi,US,35.1322,-118.449,51.44,38,5,15.01,clear sky
430,Sainte-Martine,CA,45.2501,-73.7992,68.22,63,91,0.0,overcast clouds
431,Novoilinsk,RU,51.6829,108.7143,43.12,31,64,10.71,broken clouds
432,Rotnes,NO,60.0571,10.8614,42.35,92,14,3.8,few clouds
433,Liverpool,GB,53.4106,-2.9779,55.35,73,20,16.11,few clouds
434,Kruisfontein,ZA,-34.0033,24.7314,58.77,70,1,16.98,clear sky
435,Swietochlowice,PL,50.2964,18.9173,56.12,73,99,1.01,overcast clouds
436,Macau,MO,22.2006,113.5461,78.6,100,40,19.57,heavy intensity shower rain
437,Umm Lajj,SA,25.0213,37.2685,79.86,42,67,9.53,broken clouds
438,Mbandaka,CD,0.0487,18.2603,71.51,99,100,3.02,moderate rain
439,Vila Velha,BR,-20.3297,-40.2925,69.75,94,75,2.3,broken clouds
440,Shar,KZ,49.5886,81.0453,55.6,30,100,10.49,overcast clouds
441,Usinsk,RU,65.9939,57.5281,36.59,70,17,6.96,few clouds
442,Huarmey,PE,-10.0681,-78.1522,64.72,84,1,5.82,clear sky
443,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.05,84,44,5.61,scattered clouds
444,Gazli,UZ,40.1333,63.45,69.66,29,63,12.95,broken clouds
445,Limbang,MY,4.75,115.0,84.31,60,96,2.55,overcast clouds
446,Ahipara,NZ,-35.1667,173.1667,62.71,44,0,12.26,clear sky
447,Tucuman,AR,-26.8241,-65.2226,68.0,73,100,5.75,overcast clouds
448,Grajewo,PL,53.6473,22.4554,47.41,69,100,8.25,overcast clouds
449,Muhos,FI,64.808,25.9931,47.98,91,100,11.54,moderate rain
450,Whitehorse,CA,60.7161,-135.0538,40.01,77,75,6.91,broken clouds
451,Touros,BR,-5.1989,-35.4608,76.5,88,82,7.29,broken clouds
452,Barra Dos Coqueiros,BR,-10.9089,-37.0386,75.22,88,75,5.75,broken clouds
453,Northam,GB,51.0333,-4.2167,53.38,92,100,13.47,moderate rain
454,Santiago De Cao,PE,-7.9589,-79.2392,62.73,88,7,8.05,fog
455,Soyo,AO,-6.1349,12.3689,77.18,89,99,5.32,overcast clouds
456,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,72.73,54,30,4.81,scattered clouds
457,Salalah,OM,17.0151,54.0924,78.89,53,0,3.44,clear sky
458,Sabzevar,IR,36.2126,57.6819,58.28,72,20,16.11,few clouds
459,Palizada,MX,18.25,-92.0833,81.48,80,1,9.44,clear sky
460,Raghunathpur,IN,23.55,86.6667,88.72,58,47,7.74,scattered clouds
461,Duobao,CN,30.67,112.6895,71.92,58,99,5.03,overcast clouds
462,Shirakawa,JP,37.1223,140.2376,69.94,45,100,5.68,overcast clouds
463,Axim,GH,4.8699,-2.2405,80.15,86,100,7.83,overcast clouds
464,Dawei,MM,14.0833,98.2,80.51,84,100,2.13,overcast clouds
465,Port Hedland,AU,-20.3167,118.5667,80.65,12,12,17.27,few clouds
466,Matara,LK,5.9485,80.5353,82.94,81,100,16.06,overcast clouds
467,Bima,ID,-8.4667,118.7167,88.68,56,100,2.13,overcast clouds
468,Berea,US,41.3662,-81.8543,71.58,48,40,4.61,scattered clouds
469,Boddam,GB,57.4667,-1.7833,48.58,79,75,20.89,broken clouds
470,Kon Tum,VN,14.35,108.0,86.32,58,45,3.78,scattered clouds
471,Akdepe,TM,42.0551,59.3788,55.49,47,5,7.76,clear sky
472,Baykit,RU,61.67,96.37,48.36,61,23,6.87,few clouds
473,Port Blair,IN,11.6667,92.75,85.87,73,94,11.18,overcast clouds
474,Kailua,US,21.4022,-157.7394,84.18,69,20,16.11,few clouds
475,Gamba,GA,-2.65,10.0,76.93,93,69,5.64,broken clouds
476,Dallas,US,32.7668,-96.7836,85.93,68,20,13.8,few clouds
477,Innisfail,AU,-17.5333,146.0333,73.45,92,100,5.44,overcast clouds
478,Agadez,NE,19.75,10.25,85.35,20,77,11.45,broken clouds
479,Waddan,LY,29.1614,16.139,62.83,57,13,13.31,few clouds
480,Wau,SS,7.7029,27.9953,76.01,77,100,4.79,overcast clouds
481,Messina,IT,38.1933,15.5497,63.19,75,20,9.22,few clouds
482,Teguise,ES,29.0605,-13.564,64.62,73,0,2.3,light rain
483,Necochea,AR,-38.5473,-58.7368,49.46,74,14,5.75,few clouds
484,Muli,MV,2.9167,73.5667,84.56,78,100,17.07,overcast clouds
485,Melfi,IT,40.9965,15.6514,49.5,75,68,5.5,broken clouds
486,Porto San Giorgio,IT,43.1827,13.7934,63.0,75,5,7.31,clear sky
487,Mon,IN,26.75,95.1,71.38,95,90,2.04,overcast clouds
488,Deputatskiy,RU,69.3,139.9,16.09,68,91,5.7,overcast clouds
489,Shitanjing,CN,39.2342,106.3439,54.01,35,95,13.94,overcast clouds
490,Korla,CN,41.7597,86.1469,81.7,17,61,11.86,broken clouds
491,Lasa,IT,46.6166,10.7002,50.36,70,55,1.57,broken clouds
492,Blairmore,CA,49.6,-114.4353,42.67,69,100,10.42,overcast clouds
493,Nyaunglebin,MM,17.95,96.7333,89.01,56,69,4.54,broken clouds
494,Tigzirt,DZ,36.8886,4.1198,58.12,73,0,4.74,clear sky
495,Piney Green,US,34.716,-77.3202,62.19,68,100,23.02,overcast clouds
496,Port Hawkesbury,CA,45.6169,-61.3485,40.59,59,0,12.66,clear sky
497,Huangnihe,CN,43.5583,128.0239,49.35,79,100,8.52,overcast clouds
498,Kenai,US,60.5544,-151.2583,52.03,28,0,21.85,clear sky
499,Tazovskiy,RU,67.4667,78.7,25.79,84,100,8.7,overcast clouds
500,Kizema,RU,61.113,44.8302,39.87,72,98,6.38,overcast clouds
501,Dolores,AR,-36.3132,-57.6792,47.64,90,56,6.78,very heavy rain
502,Arzgir,RU,45.3728,44.2206,45.23,74,8,9.22,clear sky
503,Aliaga,PH,15.5167,120.8667,92.7,31,52,7.54,broken clouds
504,Am Timan,TD,11.0297,20.2827,86.0,32,99,4.09,overcast clouds
505,Kimbe,PG,-5.5502,150.1429,86.02,74,98,5.39,light rain
506,Balgazyn,RU,51.0,95.2,37.81,61,97,6.24,overcast clouds
507,Mongo,TD,12.1844,18.693,90.1,36,93,2.59,overcast clouds
508,Leh,IN,34.1667,77.5833,50.04,41,4,3.29,clear sky
509,Takab,IR,36.4009,47.1133,47.44,61,2,0.31,clear sky
510,Isangel,VU,-19.55,169.2667,84.31,61,40,3.44,scattered clouds
511,Oranjemund,NA,-28.55,16.4333,51.42,81,0,3.67,clear sky
512,Iroquois Falls,CA,48.7669,-80.6831,63.55,47,93,11.01,overcast clouds
513,Marystown,CA,47.1666,-55.1483,39.85,100,47,5.37,scattered clouds
514,Mahendranagar,NP,28.9167,80.3333,93.58,33,6,2.51,clear sky
515,Andenes,NO,69.3143,16.1194,40.98,93,75,8.05,broken clouds
516,Tangshan,CN,39.6333,118.1833,68.2,27,97,7.23,overcast clouds
517,San Rafael,AR,-34.6177,-68.3301,56.93,42,100,7.87,very heavy rain
518,Taonan,CN,45.3333,122.7833,59.32,16,56,15.32,broken clouds
519,Srednekolymsk,RU,67.45,153.6833,26.24,88,100,5.23,overcast clouds
520,San Cristobal,VE,7.7669,-72.225,73.58,99,100,3.33,overcast clouds
521,Sorland,NO,67.667,12.6934,42.66,96,100,13.31,overcast clouds
522,Palmer,US,42.1584,-72.3287,52.97,44,0,8.05,clear sky
523,Ixtapa,MX,20.7,-105.2,79.23,83,20,2.3,few clouds
524,Coihueco,CL,-36.6167,-71.8333,50.74,93,100,4.61,very heavy rain
525,Araouane,ML,18.9048,-3.5265,80.6,10,0,10.94,clear sky
526,Jabinyanah,TN,35.035,10.9081,60.6,86,1,11.03,clear sky
527,Caravelas,BR,-17.7125,-39.2481,71.28,76,58,1.72,very heavy rain
528,Yeniseysk,RU,58.4497,92.1703,50.63,43,0,0.69,clear sky
529,Trincomalee,LK,8.5711,81.2335,85.17,73,97,22.32,overcast clouds
530,Zhiryatino,RU,53.2228,33.7306,44.92,73,100,9.62,overcast clouds
531,Obo,CF,5.3998,26.4869,67.84,97,84,3.71,broken clouds
532,Cartagena,CO,10.3997,-75.5144,80.22,89,40,6.91,scattered clouds
533,Cocula,MX,20.3652,-103.8222,75.58,43,50,3.15,scattered clouds
534,Turukhansk,RU,65.8167,87.9833,34.39,100,100,4.74,overcast clouds
535,Ballina,AU,-28.8667,153.5667,71.56,68,100,12.66,light rain
536,Ploufragan,FR,48.4914,-2.7946,51.03,91,0,4.61,clear sky
537,El Vigia,VE,8.6219,-71.6506,77.5,84,99,3.96,overcast clouds
538,Abha,SA,18.2164,42.5053,69.62,43,0,0.0,clear sky
539,Imeni Stepana Razina,RU,54.8932,44.2963,46.45,98,100,12.82,light rain
540,Warrington,GB,53.3925,-2.5802,54.97,74,100,3.0,overcast clouds
541,Chibombo,ZM,-14.6569,28.0706,58.86,69,0,4.05,clear sky
542,Farah,AF,32.5,62.5,71.98,27,0,4.05,clear sky
543,Kurdzhinovo,RU,43.9884,40.9552,41.27,95,91,1.01,overcast clouds
544,Inirida,CO,3.8653,-67.9239,74.64,98,99,1.48,very heavy rain
545,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,54,100,4.0,overcast clouds
546,Viseu,PT,40.661,-7.9097,53.62,49,9,0.98,clear sky
547,Aden,YE,12.7794,45.0367,83.7,74,4,9.42,clear sky
548,Rodrigues Alves,BR,-7.738,-72.6509,72.55,97,65,2.39,very heavy rain
549,Beringovskiy,RU,63.05,179.3167,36.75,94,100,9.69,overcast clouds
550,Natal,BR,-5.795,-35.2094,77.22,100,75,5.75,broken clouds
551,Shimoda,JP,34.6667,138.95,68.36,57,100,9.17,overcast clouds
552,Russell,US,32.3502,-85.1999,67.23,69,0,0.0,clear sky
553,Dicabisagan,PH,17.0818,122.4157,88.36,58,4,8.81,clear sky
554,Auki,SB,-8.7676,160.7034,85.39,70,100,4.68,overcast clouds
555,Kesova Gora,RU,57.5836,37.2922,39.47,68,100,9.26,overcast clouds
556,Conde,BR,-7.2597,-34.9075,74.66,94,0,3.44,very heavy rain
557,Turan,VN,16.0678,108.2208,87.78,70,75,4.61,broken clouds
558,Sibolga,ID,1.7427,98.7792,85.33,70,100,1.25,overcast clouds
559,Clarksdale,US,34.2001,-90.5709,77.92,83,20,8.05,few clouds
560,Abu Samrah,SY,35.3029,37.1841,58.62,55,0,6.26,clear sky
561,Poum,NC,-20.2333,164.0167,78.64,72,61,17.67,broken clouds
562,Sechura,PE,-5.5569,-80.8222,66.51,76,19,13.18,few clouds
563,San Ramon,US,37.7799,-121.978,56.32,62,0,19.57,clear sky
564,Cockburn Town,TC,21.4612,-71.1419,79.23,79,70,6.78,broken clouds
565,Saint-Pierre,RE,-21.3393,55.4781,73.08,56,0,8.05,clear sky
566,Tucuma,BR,-0.1833,-50.05,73.65,95,100,1.5,very heavy rain
567,Pindushi,RU,62.9152,34.58,39.31,82,53,5.32,broken clouds
568,Krasnoselkup,RU,65.7,82.4667,34.3,95,99,3.22,overcast clouds
569,Tual,ID,-5.6667,132.75,84.42,74,100,8.19,overcast clouds
570,Bozova,TR,37.3625,38.5267,56.32,52,62,3.18,broken clouds
571,Skibbereen,IE,51.55,-9.2667,52.11,89,99,10.42,overcast clouds
572,Lima,PE,-12.0432,-77.0282,62.85,80,0,6.91,heavy intensity rain
573,San-Pedro,CI,4.7485,-6.6363,78.8,88,100,5.93,overcast clouds
574,Mustasaari,FI,63.1142,21.6822,48.15,93,100,13.8,shower rain
575,Lagoa,PT,39.05,-27.9833,58.42,70,100,18.77,overcast clouds
576,Saint-Francois,FR,46.4154,3.9054,50.68,100,57,2.3,broken clouds
577,Accra,GH,5.556,-0.1969,82.81,89,40,9.22,scattered clouds
578,Juneau,US,58.3019,-134.4197,42.8,96,100,8.05,snow
579,Samarai,PG,-10.6167,150.6667,85.84,74,100,16.62,overcast clouds
580,Nantucket,US,41.2835,-70.0995,51.85,82,0,26.46,clear sky
581,Nikki,BJ,9.9401,3.2108,76.75,80,83,5.19,broken clouds
582,Manokwari,ID,-0.8667,134.0833,83.73,66,57,4.12,broken clouds
583,Zvishavane,ZW,-20.3267,30.0665,56.52,86,0,0.89,clear sky
584,Klaksvik,FO,62.2266,-6.589,45.52,89,9,7.9,clear sky
585,Aykhal,RU,66.0,111.5,35.49,100,93,21.7,overcast clouds
586,San Jeronimo,PE,-11.9472,-75.2829,49.96,81,71,2.19,very heavy rain
587,Mangaratiba,BR,-22.9597,-44.0406,67.06,84,54,3.38,very heavy rain
588,New Ulm,US,44.3125,-94.4605,71.98,36,40,4.61,scattered clouds
589,Pangnirtung,CA,66.1451,-65.7125,20.25,82,100,7.7,overcast clouds
590,Tashigang,BT,27.3331,91.5542,74.64,75,72,4.47,broken clouds
591,Winnemucca,US,40.973,-117.7357,44.65,42,20,8.05,few clouds
592,Sirjan,IR,29.452,55.6814,63.79,10,0,6.31,clear sky
593,Labuhan,ID,-6.8844,112.2051,84.49,77,53,4.65,light rain
594,Bingerville,CI,5.3584,-3.8869,81.54,89,40,6.91,light rain
595,Sambalpur,IN,21.45,83.9667,81.52,74,100,7.76,overcast clouds
596,Ayorou,NE,14.7308,0.9174,86.58,11,100,8.21,overcast clouds
597,Nemuro,JP,43.3236,145.575,48.16,74,0,10.11,clear sky
598,Ovalle,CL,-30.5983,-71.2003,65.12,63,89,1.79,very heavy rain
599,Sambava,MG,-14.2667,50.1667,72.64,90,81,3.33,light rain
600,Bjerkvik,NO,68.5597,17.5189,41.0,93,100,3.0,overcast clouds
601,Flin Flon,CA,54.7682,-101.865,49.93,51,100,2.93,overcast clouds
602,Vanavara,RU,60.34,102.2797,50.25,48,34,8.08,scattered clouds
603,Kloulklubed,PW,7.0419,134.2556,79.3,86,100,15.35,heavy intensity rain
604,Tananger,NO,58.9333,5.6,49.32,92,100,16.11,overcast clouds
605,Port Hardy,CA,50.6996,-127.4199,48.38,81,100,6.91,light intensity shower rain
606,Anchorage,US,61.2181,-149.9003,54.61,27,20,20.71,few clouds
607,Naples,IT,40.8333,14.25,62.15,91,0,1.14,clear sky
608,Puerto Suarez,BO,-18.95,-57.8,70.0,87,100,4.61,very heavy rain
609,Ancud,CL,-41.8697,-73.8203,45.99,87,100,6.64,overcast clouds
610,Erenhot,CN,43.6475,111.9767,43.11,22,2,13.35,clear sky
611,Benguela,AO,-12.5763,13.4055,74.53,82,14,0.96,few clouds
612,Taltal,CL,-25.4,-70.4833,59.52,84,38,2.42,very heavy rain
613,Linguere,SN,15.3953,-15.1193,76.12,52,0,10.16,clear sky
614,Kayasula,RU,44.325,45.0,49.93,69,100,7.67,overcast clouds
615,Tura,IN,25.5198,90.2201,74.17,89,96,5.32,overcast clouds
616,Buraydah,SA,26.326,43.975,75.65,16,0,11.79,clear sky
617,Alexandria,EG,31.2156,29.9553,67.96,64,40,5.75,scattered clouds
618,Moroni,KM,-11.7022,43.2551,77.61,76,5,17.38,clear sky
619,Sistranda,NO,63.7256,8.834,46.36,83,95,12.82,overcast clouds
620,Hofn,IS,64.2539,-15.2082,38.84,60,100,21.72,overcast clouds
621,Painesville,US,41.7245,-81.2457,66.9,53,0,4.61,clear sky
622,Mogadishu,SO,2.0371,45.3438,81.27,84,19,17.18,few clouds
623,Pocone,BR,-16.2567,-56.6228,73.35,50,50,1.61,very heavy rain
624,Rozavlea,RO,47.7333,24.2167,46.74,90,84,2.04,broken clouds
625,Alta Floresta,BR,-9.8756,-56.0861,72.01,82,26,3.53,very heavy rain
626,Shenjiamen,CN,29.9576,122.298,62.96,96,100,10.33,overcast clouds
627,Jinji,CN,23.2281,110.8261,74.41,95,100,4.83,overcast clouds
628,Pilar,BR,-9.5972,-35.9567,75.13,94,29,2.75,very heavy rain
629,Harsewinkel,DE,51.9667,8.2333,61.83,84,100,6.46,overcast clouds
630,Zhigansk,RU,66.7697,123.3711,32.31,99,100,11.81,overcast clouds
631,Awbari,LY,26.5921,12.7805,69.4,21,30,4.25,scattered clouds
632,Bonthe,SL,7.5264,-12.505,79.93,87,100,4.5,light rain
633,Sergeyevka,KZ,53.88,67.4158,56.12,76,100,10.56,overcast clouds
634,Tecoanapa,MX,16.5167,-98.75,81.07,73,53,3.47,broken clouds
635,Kuusamo,FI,65.9667,29.1833,44.64,65,0,10.36,light rain
636,Mandurah,AU,-32.55,115.7,66.9,67,100,6.53,overcast clouds
637,Asfi,MA,32.2994,-9.2372,67.21,67,87,4.29,overcast clouds
638,San Jose,US,37.3394,-121.895,56.08,53,0,13.0,clear sky
639,Boca Do Acre,BR,-8.7522,-67.3978,75.78,92,100,0.96,very heavy rain
640,Klyuchi,RU,52.2667,79.1667,54.09,32,100,10.85,overcast clouds
641,Soto La Marina,MX,23.7667,-98.2167,81.77,92,87,6.26,overcast clouds
642,Tequila,MX,20.8833,-103.8333,80.33,36,49,2.51,scattered clouds
643,Ambilobe,MG,-13.2,49.05,71.04,96,82,2.35,broken clouds
644,Krasnoarmeysk,RU,51.0239,45.6969,36.86,77,6,15.32,clear sky
645,Akcakoca,TR,41.0866,31.1162,48.87,78,21,3.2,few clouds
646,Aksarka,RU,66.5606,67.7975,29.26,93,100,9.42,overcast clouds
647,Chapais,CA,49.7834,-74.8492,56.98,41,2,13.0,clear sky
648,Cordun,RO,46.95,26.8667,56.32,77,100,2.91,overcast clouds
649,Stephenville,US,32.2207,-98.2023,84.99,62,0,15.01,clear sky
650,Vao,NC,-22.6667,167.4833,73.56,64,45,20.98,scattered clouds
651,Kupang,ID,-10.1667,123.5833,85.37,55,6,3.31,clear sky
652,Banepa,NP,27.6298,85.5214,70.12,78,20,2.3,few clouds
653,Chimbote,PE,-9.0853,-78.5783,63.12,86,8,5.19,clear sky
654,Karlskrona,SE,56.1616,15.5866,52.25,97,100,9.84,overcast clouds
655,Kerrobert,CA,51.9168,-109.1348,51.85,56,70,8.88,broken clouds
656,Vangaindrano,MG,-23.35,47.6,65.86,80,0,5.32,clear sky
657,Kitui,KE,-1.367,38.0106,62.15,93,65,1.61,broken clouds
658,Cap Malheureux,MU,-19.9842,57.6142,75.47,80,40,1.01,scattered clouds
659,Natchez,US,31.5604,-91.4032,78.24,75,0,5.75,clear sky
660,La Baule-Escoublac,FR,47.2922,-2.364,55.06,94,0,4.61,clear sky
661,Sao Felipe,BR,-14.8167,-41.3833,69.37,73,88,1.43,very heavy rain
662,Batemans Bay,AU,-35.7167,150.1833,62.1,83,100,6.58,light rain
663,Mundo Novo,BR,-11.8589,-40.4725,63.9,97,27,1.92,very heavy rain
664,Skerries,IE,53.5828,-6.1083,52.5,81,93,16.84,overcast clouds
665,Paamiut,GL,61.994,-49.6678,32.74,99,100,4.38,light snow
666,Kerman,IR,30.2832,57.0788,69.03,13,0,2.35,clear sky
667,Cairo,EG,30.0626,31.2497,69.04,59,0,5.75,clear sky
668,Mehrabpur,PK,28.1085,68.0254,94.87,30,0,3.96,clear sky
669,Cachoeira Do Sul,BR,-30.0392,-52.8939,57.85,98,99,2.73,very heavy rain
670,Promyshlennovskiy,RU,55.4833,86.2,47.17,28,0,8.72,clear sky
671,Piranhas,BR,-16.4269,-51.8222,72.48,54,89,3.67,very heavy rain
672,Mount Isa,AU,-20.7333,139.5,73.17,68,100,9.22,overcast clouds
673,Colares,PT,38.7992,-9.4469,64.76,56,77,10.0,broken clouds
674,Broome,US,42.2506,-75.833,54.37,61,1,2.46,clear sky
675,Jodar,ES,37.8406,-3.3526,64.72,54,1,5.08,clear sky
676,Nueva Gerona,CU,21.8833,-82.8,80.47,70,0,15.55,clear sky
677,Badou,TG,7.5833,0.6,74.53,91,100,2.37,light rain
678,Corinto,GR,37.9407,22.9573,55.89,55,16,2.17,few clouds
679,Chumikan,RU,54.7183,135.315,40.87,88,100,6.71,overcast clouds
680,Gubkinskiy,RU,64.434,76.5026,41.11,94,99,6.26,overcast clouds
681,Tam Ky,VN,15.5667,108.4833,87.69,65,68,2.46,broken clouds
682,Kirakira,SB,-10.4544,161.9205,84.27,74,100,6.4,overcast clouds
683,Losal,IN,27.4,74.9167,97.25,11,0,7.74,clear sky
684,Ondjiva,AO,-17.0667,15.7333,58.44,45,0,6.67,clear sky
685,Thinadhoo,MV,0.5333,72.9333,84.74,71,100,16.4,overcast clouds
686,Ghogha,IN,21.6833,72.2833,89.71,48,75,4.61,smoke
687,Sola,VU,-13.8833,167.55,81.14,81,83,25.52,broken clouds
688,Birjand,IR,32.8663,59.2211,54.07,26,0,6.91,clear sky
689,Sao Filipe,CV,14.8961,-24.4956,72.19,82,13,6.69,few clouds
690,Ballangen,NO,68.3428,16.8315,37.62,100,75,1.14,broken clouds
691,Farsund,NO,58.0948,6.8047,48.94,100,37,9.08,scattered clouds
692,Merauke,ID,-8.4667,140.3333,86.99,70,95,8.55,overcast clouds
693,Peleduy,RU,59.6289,112.7406,46.09,48,34,4.9,scattered clouds
694,Shu,KZ,43.5983,73.7614,59.47,88,100,3.87,moderate rain
695,Preobrazheniye,RU,42.9019,133.9064,56.86,44,98,7.23,overcast clouds
696,Karratha,AU,-20.7377,116.8463,79.63,17,36,17.31,scattered clouds
697,Roald,NO,62.5833,6.1333,48.33,87,100,6.91,light rain
698,Florianopolis,BR,-27.6146,-48.5012,67.41,94,75,6.91,very heavy rain
